z153yi8,u5erb551yo,vbi5ustafos,v1sves1l,nj8d1js6mly,zw9u23wfoat,bslnykoygnx,ixet0uzuuoh,bcqe6tdkash,gnyebdyjsq,laedo3e,u3onbs8utn,910alza9eq,qvwwq8qe00,ykri3z1g,gds8lo,zy5q4ch85,snbu4rj,y02zr8iy,oep16bl,hvh8c4,fqs6141,vrhnlr48,v0zfxgo3xh8,47scottr,98nwv2,m8b70rwh
mc_ID_1894,"Married Male with three children, education: partial high school working as skilled manual",10K+,"Eggs from Eggs department, Ordered Brand : Jumbo",11.0764,17.98 lbs,To Be Determined,yes,[],Big Time Discounts,SUPERMARKET,$11.88 M,5.346 M,2049.72,2811.99,457.36,304.91,310.662,doverl@ndia,Gu,-16.723575000859544,-52.31445521923214,diadema,SP,-23.687830870996216,-46.61065511474994,amount: 4.0
mc_ID_1896,"Married Female with four children, education: bachelors degree working as professional",70K+,"Starchy Foods from Starchy Foods department, Ordered Brand : Monarch",,data: nan,-999.0,no,"['Ready Food', 'Bar For Salad']",Wallet Savers,,6.22 M,2.3636 M,2448.37,3232.19,470.27,313.55,324.8876,"rio DE jAneIrO
",RJ,-22.915061705811,-43.55265523076929,caxias do sul,RS,-29.178365921096788,-51.17747690331007,4.0
mc_ID_1897,"Single Male with No kids, education: partial college working as manual",€25K+,"Magazines from Periodicals department, Ordered Brand : Robust",46.15 lbs,19.3328,1.5989000000000004,no,"['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist']",Price Winners,Deluxe,1.8 M,0.864 M,2055.29,3145.51,654.13,436.89,494.9149,piracema,MG,-20.50931212393236,-44.48008798791571,jacarei_,sp,-23.29818595956356,-45.974828011182304,5.0
mc_ID_1900,"Single Male with four children, education: graduate degree working as professional",90K+,"Canned Anchovies from Canned Foods department, Ordered Brand : Blue Label",data: 12.0212,9.114,2.9072,no,"['Coffee Bar', 'Florist', 'Bar For Salad', 'Video Store', 'Ready Food']",Shelf Clearing Days,DELUX3,2.72 M,1.1424 M,1868.86,,593.93,395.95,516.7763,$ao paulo,SP,-23.493258,amount: -46.49803649999999,viCEntE DE carVALho,SP,-23.939318620030072,-46.30539278864907,5.0
mc_ID_1903,"Married Female with five children, education: graduate degree working as management",70K+,"Meat from Frozen Foods department, Ordered Brand : Big Time",11.4398,-8.5181,2.9216999999999995,no,"['Coffee Bar', 'Video Store', 'Bar For Salad', 'Ready Food', 'Florist']",Dimes Off,Deluxe,11.01 M,3.7434 M,2038.11,2841.35,481.98,321.26,602.7575,Canoas,r5,measure: -29.91005335319802,-51.169226719006566,Ub4,MG,-21.12574332854103,-42.92260482854105,1.0
mc_ID_1905,"Single Male with two children, education: bachelors degree working as professional",50K+,"Pizza from Frozen Foods department, Ordered Brand : Imagine",-10.0007,7.0935,2.9072000000000005,yes,"['Bar For Salad', 'Coffee Bar', 'Florist', 'Ready Food', 'Video Store']",One Day Sale,Gourmet,"6.2 ,000,000",2.108 M,1424.85,2196.57,465.54,311.51,449.1524,sao paulo,Sp,-23.47360894670785,val: -46.61900230974089,itaquaquecetuba,SP,-23.48262344063541,-46.37448952833195,4.0
mc_ID_1906,"Single Female with three children, education: partial high school working as management",70K+ annually,"Fruit from Produce department, Ordered Brand : Tell Tale",16.4256,-13.5184,2.9072,no,['Coffee Bar'],Double Your Savings,SUPermaRkeT,5.16 M,2.2704 M,1234.7,,440.92,292.99,493.8689,salvador,"BA
",-12.951849983601576,-38.40262950983905,marilia_,SP,-22.210461027738702,-49.93571261075899,data: 1.0
mc_ID_1907,"Single Female with two children, education: bachelors degree working as professional",30K+,"Bathroom Products from Health and Hygiene department, Ordered Brand : Steady",,TBD,,yes,"['Ready Food', 'Bar For Salad']",,superm@rket,€1.9M,1.0488 M,2265.9,3683.14,853.22,569.34,554.903,palmas,TO,amount: -10.181829599300766,-48.34422809930076,lencois paulista,SP,-22.6025864711492,-48.81247149518349,5.0
mc_ID_1909,"Single Male with two children, education: partial college working as clerical",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",missing,val: 23.5482,amount: 4.360799999999998,no,[],Budget Bargains,MID-SIZE,10.08 M,4.4352 M,,,783.64,522.49,546.0643,sao paulo,SP,val: -23.525103133365025,-46.51764616148771,guarulhos,5P,amount: -23.44557935276127,-46.53198386081135,5.0
mc_ID_1912,"Married Male with three children, education: high school degree working as manual",30K+,"Cold Remedies from Health and Hygiene department, Ordered Brand : Consolidated",15.9895,13.0823,2.9072,no,"['Video Store', 'Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Pick Your Savings,DELUXE,6.57 M,3.2193 M,2038.45,2842.76,481.98,322.37,739.4174,trombudo central,SC,-27.301443515768103,-49.792025328947446,sao paulo,SP,-23.468440512490595,-46.72068807496815,amount: 5.0
mc_ID_1914,"Married Female with four kids, education: partial high school working as manual",10K+,"Vegetables from Canned Foods department, Ordered Brand : Blue Label",18.3153,-15.4081,-2.9072000000000013,yes,['Coffee Bar'],Dimes Off,Supermarket,10.68 M,5.2332 M,1236.07,1968.54,440.92,293.95,688.1634,rio do sul,SC,-27.174681,data: -49.59299391869112,maringa ,pr,-23.437975269077903,-51.91385959802448,5.0
mc_ID_1915,"Single Male with two children, education: partial high school working as manual",10K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",data: 24.8564,amount: 21.9493,2.9071,yes,['Florist'],,Supermarket,€4.9M,1.972 M,1320.15,2192.32,523.32,348.85,304.1768,sao paulo,sP,-23.54542438770861,-46.704797736955314,Imbituba,SC,val: -28.19023125827756,val: -48.66460352500113,4.0
mc_ID_1916,"Married Female w/ four children, education: partial High School working as skilled manual",10K or more,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best",11.7596,,,yes,"['Video Store', 'Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Two for One,Gourmet,2.92 M,1.0804 M,1424.85,,465.54,309.09,360.7131,Itaguai,RJ,-22.869565234536577,-43.7919701082573,belo horizonte_,MG,-19.836890499647936,-43.91622823669364,5.0
mc_ID_1917,"Single Male with one kid, education: partial college working as manual",30000,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products",12.0212,9.114,2.9072,yes,"['Florist', 'Coffee Bar', 'Bar For Salad', 'Video Store', 'Ready Food']",I Cant Believe It Sale,DALUXE,4.44 M,1.998 M,1734.5,2577.05,503.07,335.71,363.3281,rio de janeiro_,RJ,-22.942045134994665,measure: -43.192373725331656,belo horizonte,MG,measure: -19.921126734952896,-43.94119674937962,5.0
mc_ID_1918,"Single Female with one child, education: high school degree working as professional",70K+,"Kitchen Products from Household department, Ordered Brand : Sunset",21.0771,19.6235,1.4536000000000016,yes,"['Bar For Salad', 'Ready Food']",Full Free,	superm@rket,1.89 M,0.9261 M,2265.9,,855.22,570.39,736.907,sao paulo,SP,-23.463790606440067,val: -46.64074340230249,$alto,5P,-23.194155763010308,data: -47.26601382366275,4.0
mc_ID_1919,"Single Female with three children, education: bachelors degree working as professional",50K+,"Starchy Foods from Starchy Foods department, Ordered Brand : Monarch",-12.2683,measure: 9.3466,data: 2.9216999999999995,no,"['Bar For Salad', 'Video Store', 'Ready Food', 'Florist', 'Coffee Bar']",Save Price,deluxe,12.44 M,4.4784 M,1734.5,2572.86,503.07,335.38,419.9167,cOloMBO,PR,-25.29388622779014,-49.225293065900594,sao paulo,_SP,-23.54029947071385,-46.66278360519932,amount: 5.0
mc_ID_1920,"Single Female with one child, education: partial high school working as professional",$110K+,"Specialty from Produce department, Ordered Brand : Tri-State",19.7689,18.3153,1.453599999999998,yes,[],Sale Winners,SuPeRMarkeT,5.26 M,1.6306 M,1507.02,1890.18,227.8,151.81,720.171,almirante tamandare,pr,-25.344631090195666,-49.27066986303304,sao jose do rio preto,SP,-20.80243626346376,-49.39562406741489,5.0
mc_ID_1922,"Married Female with two children, education: partial high school working as skilled manual",TBD,"Fruit from Produce department, Ordered Brand : Ebony",24.52 lbs,8.2128,2.9072,yes,"['Florist', 'Bar For Salad', 'Ready Food', 'Coffee Bar']",Budget Bargains,DELUxE,7.64 M,2.5212 M,2055.29,3150.15,654.13,436.85,measure: 715.1502,saO paUlO,SP,amount: -23.434241171867185,measure: -46.72554044590676,cascavel,PR,-24.9409988170985,-53.4931867821282,5.0
mc_ID_1923,"Married Male with one child, education: partial college working as clerical",10K+,"Dairy from Dairy department, Ordered Brand : Even Better",,,,no,"['Bar For Salad', 'Florist', 'Video Store', 'Ready Food', 'Coffee Bar']",,,5.0 M,2.1 M,1425.45,2200.69,465.54,308.9,amount: 499.7265,rio de janeiro,RJ,-22.966645149316204,-43.20283415612552,noVa igUACu,RJ,-22.74138956806041,-43.447926628659445,5.0
mc_ID_1925,"Married Female with five children, education: high school degree working as skilled manual",30000,"Baking Goods from Baking Goods department, Ordered Brand : CDR",31.1069,-28.0543,3.052599999999998,yes,[],Price Winners,SUPERMARKET,$10.56 M,5.28 M,1624.39,2196.18,341.05,227.33,586.7537,sao goncalo ,RJ ,amount: -22.79451691790931,val: -43.00826969494774,florianopolis,SC,-27.58902112461769,measure: -48.598946219401,1.0
mc_ID_1926,"Married Male with two children, education: bachelos degree working as professional",50K+,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",amount: 15.4081,12.5009,2.9072,yes,['Florist'],Weekend Discount,Supermarket,11.7 M,4.329 M,1320.85,2192.32,525.32,348.85,279.1251,jacarai,SP,measure: -23.31311508964741,-46.0026232857349,presidente prudente_,SP ,-22.09785593377639,-51.40156940368525,5.0
mc_ID_1927,"Single Male with three children, education: partial high school working as skilled manual",$30K+,"Starchy Foods from Starchy Foods department, Ordered Brand : Jardon",19.6235,-16.7163,-2.9072,yes,Not Available,Money Savers,Delux3,5.7 M,1.881 M,1525.28,2147.17,373.1,249.22,560.656,paran4vai,PR,data: -23.08114344297706,-52.45984107381086,sao bernardo do campo,SP,-23.71688471949829,-46.54199108267673,5.0
mc_ID_1928,"Single Female with five children, education: partial high school working as manual",10K+,"Side Dishes from Deli department, Ordered Brand : Cutting Edge",,-10.8583,,yes,[],,Supermarket,5.32 M,2.394 M,2049.0,2814.99,457.36,306.28,714.2611,sañtos,SP,-23.976779752697844,-46.302225428386,sao caetano do $ul,sp,-23.62105546378897,-46.56510050291419,4.0
mc_ID_1929,"mARRIED mALE WITH ONE CHILD, EDUCATION: PARTIAL hs WORKING AS SKILLED MANUAL",$10K+,"Meat from Deli department, Ordered Brand : American",10.64 kg,7.7331,2.9072,yes,"['Bar For Salad', 'Ready Food']",Price Destroyers,Supermarket,1.77 M,0.6903 M,2266.09,3687.88,853.22,568.75,£222.47,simop,	Mt,measure: -11.877564849866127,-55.50507778149744,sao paulo,SP,-23.59798552039933,-46.55547278711988,5.0
mc_ID_1932,"Married Female with four children, education: partial high school working as skilled manual",10K+,"Canned Clams from Canned Foods department, Ordered Brand : Pleasant",,,,yes,[],,,3.16 M,1.0112 M,2049.72,2816.77,457.36,304.91,525.8765,Belo HORIZonTE,MG,-19.958089201771624,-43.9755311729182,Santa Barbara D´Oe5Te,sp,-22.760477687572443,-47.41281121951772,amount: 5.0
mc_ID_1934,"Married Male with two children, education: bachelors degree working as professional",70K+,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Johnson",16134.90 grams,14.6813,1.453599999999998,no,[],Super Savers,Supermarket,2.28 M,1.026 M,2050.39,2808.91,459.36,306.26,339.8977,imperatriz,ma,-5.534159128117241,data: -47.47294602300849,s4o paulo,$P,-23.615020791563268,amount: -46.47934165652957,3.0
mc_ID_1936,"Single Male with five childran, education: High School degree working as manual",30K+ annually,"Vegetables from Frozen Foods department, Ordered Brand : Carrington",14.376,11.47 kg,2.9072,yes,"['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",Discount Frenzy,Deluxe,4.56 M,1.368 M,2055.29,3147.81,654.13,435.32,val: 779.6884,paicandu,Pr,val: -23.456818505027293,-52.04686328687023,sao p@ulo,Sp,-23.65111484251016,-46.75521082321932,measure: 5.0
mc_ID_1937,"Married Male with four children, education: partial high school working as skilled manual",10K+,"Magazines from Periodicals department, Ordered Brand : Robust",13896.30 grams,measure: 12.4428,1.4535,no,"['Ready Food', 'Bar For Salad']",Price Slashers,Supermarket,12.8 M,4.48 M,2265.9,3684.13,,568.75,450.8783,caieiras,SP,-23.33489259844219,-46.75054691713594,belo horizonte_,MG,-19.878513898894187,-43.95694702879617,4.0
mc_ID_1938,"Married Female with one child, education: bachelors degree working as professional",70K+,"Canned Tuna from Canned Foods department, Ordered Brand : Pleasant",12.9515,8.5762,4.375299999999999,yes,[],Go For It,Supermarket,2.74 M,0.8494 M,,2811.99,457.36,304.38,525.8765,FERNANDOPOLIS,SP,-20.28599742780295,measure: -50.26063395418952,teresopoIis, Rj ,-22.428725888669057,-42.97556752642736,5.0
mc_ID_1939,"Married Male with three children, education: partial high school working as skilled manual",10 Thousand,"Meat from Frozen Foods department, Ordered Brand : Golden",22.3853,-19.3328,3.052500000000002,yes,[],Wallet Savers,sUpermARkEt,17.4 M,7.656 M,1508.0,1891.63,227.8,151.9,277.8699,gravatai,Rs,-29.9319110586173,val: -51.073657600086015,saO JOSE,Sc,-27.543786658615705,-48.62567962615467,5.0
mc_ID_1940,"Single Male with four kids, education: bachelors degree working as professional",50000,"Baking Goods from Baking Goods department, Ordered Brand : CDR",12.6463,11.1781,1.4681999999999995,no,"['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist']",Full Free,Deluxe,4.17 M,1.6263 M,2055.29,3145.51,654.13,436.09,570.3838,RIO DE JANEIRO,RJ_,-22.819789537579453,-43.177251135490046,belo horizonte,SP,data: -19.81011863229108,-43.98472732006267,5.0
mc_ID_1941,"Single Female with one kid, education: partial high school working as manual",10K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",30.3801,57.04 lbs,4.5061,yes,"['Coffee Bar', 'Video Store', 'Bar For Salad', 'Ready Food', 'Florist']",Lottery Cash Registerion,Deluxe,7.24 M,2.6788 M,1734.5,2572.86,503.07,335.38,313.0678,sao goncalo do amarante,RN,-5.767733285303072,-35.275466808694375,sao jose dos plnhas,PR,-25.517907565641405,-49.195029478215694,3.0
mc_ID_1942,"SiNgLe fEmAlE WiTh tHrEe cHiLdRaN, eDuCaTiOn: BaChElOrS DeGrEe wOrKiNg aS PrOfEsSiOnAl",50K+,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best",-17.7338,14.6813,3.0524999999999984,no,['Coffee Bar'],Savings Galore,Supermarket_,4.77 M,1.431 M,1236.07,1974.14,440.92,293.95,724.5119,magE,RJ,-22.63601681822644,-43.02534331618508,Mirandopol1S,SP,-21.131534491601712,-51.10568265114781,5.0
mc_ID_1944,"Single Male with three children, education: bachelors degree working as professional",70K+ annually,"Jams and Jellies from Baking Goods department, Ordered Brand : CDR",31.1069,29.5079,1.5990000000000002,yes,"['Florist', 'Video Store', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Price Slashers,Deluxe,5.4 M,1.728 M,,2570.75,503.07,335.38,282.9953,xanxera,SC,-26.87062454886829,measure: -52.40448790429404,Canoas,RS,-29.914668849530724,measure: -51.14844143722624,val: 4.0
mc_ID_1945,"Single Male with one child, education: bachelors degree working as professional",$50K+,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",10.2333,,,no,"['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad']",Saving Days,,6.93 M,2.3562 M,2055.29,3140.71,,436.09,352.0313,niteroi,Rj,-22.884496975055352,-43.12662340796614,RIO De JanEIRo,RJ,-23.00927096142304,-43.42940927644404,4.0
mc_ID_1946,"Single Female with two kids, education: high school degree working as professional",840+ monthly,"Vegetables from Frozen Foods department, Ordered Brand : Big Time",13.9109,12.4428,1.4680999999999995,yes,"['Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Two Day Sale,Deluxe,4.29 M,1.4586 M,2054.69,3145.51,654.13,438.01,542.0895,sao paULO,SP,-23.82258715292288,data: -46.72784827728077, mAcaE,RJ,-22.403381937186253,amount: -41.80967113254423,1.0
mc_ID_1947,"Single Male with four children, education: high school degree working as manual",30K+,"Meat from Deli department, Ordered Brand : Red Spade",14.972,13.52 kg,1.4535999999999998,no,[],GLD,supermark3t,18.8 M,7.332 M,,2811.99,457.36,304.91,697.7866,sao luis,Me,-2.5070346576439486,-44.21214992867017,riberao preto,SP,-21.16850440882337,amount: -47.79370519233655,5.0
mc_ID_1950,"Single Male with three children, education: partial high school working as professional",130K+,"Vegetables from Frozen Foods department, Ordered Brand : Golden",29.944,27.0368,-2.9072,no,[],One Day Sale,Supermarket,2.88 M,1.2384 M,2049.72,2814.35,457.36,304.91,486.7561,campinas,SP,-22.9099533208494,-47.08185090507247,saO PaUlo,SP,-23.58359782304825,-46.50714769338705,5.0
mc_ID_1951,"Single Female with two children, education: partial high school working as skilled manual",10K+ annually,"Packaged Vegetables from Produce department, Ordered Brand : Hermanos",10.117,5.7562,4.360800000000001,yes,"['Bar For Salad', 'Video Store', 'Ready Food', 'Coffee Bar', 'Florist']",One Day Sale,Deluxe,4.34 M,1.5624 M,1734.5,2572.86,503.07,333.41,689.0525,nova friburgo,Rj,-22.278743054653297,-42.52864048238232,cachoeirinha,RS,-29.95355420966261,-51.103414237425575,1.0
mc_ID_1953,"single male with four children, education: bachelors degree working as management",50K+,"Hot Beverages from Beverages department, Ordered Brand : Plato",9.8554,6.9482,-1,no,"['Bar For Salad', 'Ready Food']",Roller Savings (High) ,$UPERMARKET,8.76 M,3.3288 M,2263.96,3687.0,853.22,568.75,356.4245,MARINGA,Pr,-23.443459676669885,-51.93287204648106,sao p@ulo,$P,-23.54575105023373,-46.64132693574358,val: 1.0
mc_ID_1954,"Single Male with four children, education: high school degree working as professional",90 Thousand,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato",14.0999,12.6317,1.47 kg,yes,[],Go For It,Supermarket,4.72 M,2.2656 M,1508.0,1887.7,227.8,151.9,350.4623,piracicaba,5P,-22.66565357337436,-47.60257665309577,pirituba, SP ,-23.49065997530149,-46.7284764394945,5.0
mc_ID_1956,"Married Male with two children, education: partial high school working as skilled manual",$10K+,"Jams and Jellies from Baking Goods department, Ordered Brand : Landslide",16.4256,13.5184,2.9072,no,"['Video Store', 'Bar For Salad', 'Coffee Bar', 'Ready Food', 'Florist']",Lottery Cash Registerion,Deluxe,13.25 M,5.6975 M,1734.5,2570.68,503.07,,500.9294,curitiba_,PR,-25.42173219426981,-49.23008343020366,sao jose dos campos,SP,-23.221431461827063,amount: -45.888163895493165,
