Unnamed: 0,personDescription,min._yearly_income_info,data_customer_order,grossWeight,netWeight,is_recyclable?_field,additional_features_in_market_measure,PN,SK,store_sales,SC,GA,Store Area,field_frozen_area,field_meat_area,metric_cost,customer_city,CUS56,customer_lat,var_customer_lng,field_seller_city,seller_state,seller_lat_metric,seller_lng,REV54
mc_ID_11841,"Single Female with three children, education: high school degree working as manual",30K+,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Portsmouth",23.5482,19.1874,yes,[],Weekend Discount,Supermarket,8.64 M,3.888 M,1508.0,1887.7,227.8,151.9,735.1811,santa maria,RS,val: -29.70761096087477,-53.80869747224308,sao paulo,"$P
",val: -23.554079433810344,-46.53324185942636,5.0
mc_ID_11843,"Single Female with one child, education: high school degree working as skilled manual",30K or more,"Packaged Vegetables from Produce department, Ordered Brand : Tell Tale",26.31,23.4028,no,"['Bar For Salad', 'Ready Food']",Big Time Discounts,Supermarket,3.34 M,1.3026 M,2450.99,3232.19,470.27,,501.9754,ponta grossa,PR,-25.08679208232948,-50.127791387148,FRANCA,Sp,-20.530671079410943,-47.39851931627846,5.0
mc_ID_11844,"Married Female with three children, education: high school degree working as manual",30k,"Fruit from Produce department, Ordered Brand : Hermanos",25.2925,23.6936,yes,"['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food', 'Video Store']",I Cant Believe It Sale,DELUXE,11.08 M,3.5456 M,1525.28,2147.17,,248.79,535.9181,rio de janeiro,RJ,-22.90210949070916,-43.18080246058632,sao paul0,$P,amount: -23.46016520927345,-46.65066418373822,5.0 stars
mc_ID_11845,"Married Male with one child, education: high school degree working as skilled manual",30K or more,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",27.0368,24.1296,yes,"['Bar For Salad', 'Coffee Bar', 'Florist', 'Video Store', 'Ready Food']",Price Slashers,deluxe,7.38 M,3.5424 M,1734.5,,,335.68,$283.00,CAJURU,$p,-21.272672631957786,-47.30592892225557,penapolis,SP,data: -21.426570046543283,-50.06791761043272,1.0
mc_ID_11846,"Married Female with one child, education: bachelors degree working as professional",50K+,"Bathroom Products from Health and Hygiene department, Ordered Brand : Steady",16.7163,12.3555,yes,['Coffee Bar'],Budget Bargains,small grocery,$3.6 M,1.728 M,,2285.14,534.29,356.19,414.8959,campinas,SP,-22.946206445520712,-47.13505192996653,itaquaqu3cetuba,$p,amount: -23.48262344063541,-46.37448952833195,5.0
mc_ID_11847,"Single Male with five children, education: high school degree working as professional",70K+,"Plastic Products from Household department, Ordered Brand : Sunset",31.543,28.6358,yes,[],Saving Days,suPErMarKET,2.26 M,0.7458 M,1508.27,1887.7,227.8,151.9,619.0228,rio de janeiro,RJ,-22.828048072162275,-43.37464654010617,cruzeiro,Sp,measure: -22.57792780460501,-44.95825089647411,5.0
mc_ID_11848,"Single Female with two kids, education: high school degree working as professional",70K+,"Vegetables from Produce department, Ordered Brand : Hermanos",measure: 27.1822,,yes,"['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",Save It (Sale),,10.08 M,3.9312 M,2055.29,3145.51,656.13,436.09,728.9051,"teofilo oton1
",MG,-17.877614947753674,-41.50059971564279,sao paulo,	SP,-23.555682314184303,-46.63309991286275,4.0
mc_ID_11849,"Single Female with one child, education: graduate degree working as professional, education: graduate degree working as professional",130K+,"Specialty from Produce department, Ordered Brand : High Top",31.3976,28.4904,yes,"['Coffee Bar', 'Video Store', 'Bar For Salad', 'Ready Food', 'Florist']",Green Light Special,deluxe,8.46 M,3.807 M,1525.28,,373.1,250.08,507.9899,pe1otas,RS,measure: -31.77452642353856,-52.33668313682272,assis,SP,-22.651747459893823,-50.38975850805008,1.0
mc_ID_11850,"Married Female with four kids, education: bachelors degree working as professional",50K+,"Bathroom Products from Household department, Ordered Brand : Denny",13.344,10.4368,no,"['Bar For Salad', 'Ready Food', 'Florist', 'Coffee Bar']",Discount Frenzy,Deluxe,6.39 M,2.1726 M,2054.32,3145.51,654.13,434.36,779.6884,canaa dos carajas,PA,-6.549958603764686,-49.84652773962353,curitibanos_,_SC,-27.288614821408185,-50.57696646191445,5.0
mc_ID_11851,"Married Female with one kid, education: bachelors degree working as professional",Income: 50K+,"Frozen Desserts from Frozen Foods department, Ordered Brand : Carrington",amount: nan,,yes,"['Video Store', 'Bar For Salad', 'Coffee Bar', 'Ready Food', 'Florist']",Lottery Cash Registerion,,4.48 M,2.0608 M,1734.5,2572.52,503.07,335.87,646.4803,jandira,Sp,-23.55933678143786,-46.90478111014794,sao paulo,_SP,-23.68729227976227,-46.6417415487045,5.0
mc_ID_11852,"Single Female with three children, education: high school degree working as manual",30K or more,"Vegetables from Canned Foods department, Ordered Brand : Just Right",26.1647,23.2575,no,[],One Day Sale,_Supermarket,4.3 M,1.419 M,1508.0,1889.5,227.8,151.9,R$3373.85,ferraz de vasconcelos,sp,-23.517399656673792,-46.37005904079865,ATIBAIA,SP,-23.112774381969185,-46.5488845105504,1.0
mc_ID_11853,"Single Female with two children, education: HS degree working as manual",30k,"Miscellaneous from Checkout department, Ordered Brand : Akron",11.9776,9.06 kg,no,"['Bar For Salad', 'Ready Food', 'Florist', 'Coffee Bar', 'Video Store']",Shelf Emptiers,Gourmet,5.22 M,1.9836 M,,2200.69,465.54,310.3,718.2882,serra dos aimores,Mg,-17.78054551995526,-40.247067202186194,salto,5P,-23.18458241445101,-47.328649797768485,5.0
mc_ID_11855,"Single Male with two children, education: bachelors degree working as management",$70K+,"Hardware from Household department, Ordered Brand : High Quality",13.6928,10.7857,yes,[],Big Time Discounts,Supermarket,6.48 M,2.3328 M,1508.21,1888.71,227.8,151.9,761.488,sao paulo,SP,-23.467425066333888,-46.70391530322004,santo 4ndre,Sp,-23.665703457960586,-46.51808196779969,5.0
mc_ID_11856,"Married Male with two children, education: partial high school working as skilled manual",€25K+,"Hardware from Household department, Ordered Brand : Sunset",28.4904,25.5832,yes,"['Florist', 'Bar For Salad', 'Coffee Bar', 'Video Store', 'Ready Food']",Money Savers,Deluxe,5.49 M,2.0862 M,1525.28,2147.17,373.1,,560.656,campinas,SP,-22.946206445520712,-47.13505192996653,santo andre,SP,-23.665703457960586,-46.51808196779969,amount: 2.0
mc_ID_11857,"Married Female with one child, education: bachelors degree working as management",50K+,"Meat from Deli department, Ordered Brand : Moms",25.1472,23.5482,yes,"['Video Store', 'Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",Price Slashers,Deluxe,3.33 M,1.5984 M,1734.5,2569.96,505.07,337.1,282.9953,rio de janEiro,RJ,-22.93781597002137,-43.17619884430715,porto alegre,R$,-30.03215040714993,-51.2325516998384,5.0
mc_ID_11861,"Single Male with two kids, education: partial high school working as skilled manual",10K+,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato",28.0543,23.5482,yes,[],Full Free,Supermarket,5.04 M,1.7136 M,1508.0,1887.7,227.8,151.9,272.2738,Çampinas,$p,measure: -22.907317211495144,-47.11830328850486,sorocaba,SP,-23.49636707533955,-47.43890030979464,5.0
mc_ID_11862,"Single Female with four children, education: partial high school working as manual",10000,"Starchy Foods from Starchy Foods department, Ordered Brand : Jardon",907.55 oz,22.8214,yes,"['Video Store', 'Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Money Savers,Deluxe,1.92 M,unknown,1871.16,2861.13,593.93,397.81,343.611,pirecicaba,Sp,-22.71683928585045,-47.65736585405934,maringa,PR,-23.377396999935016,-51.93100618003307,4.0
mc_ID_11863,"Married Female with No children, education: Bachelors degree working as professional",Income: 130K+,"Fruit from Produce department, Ordered Brand : Tell Tale",,data: nan,yes,['Florist'],,Supermarket,7.59 M,2.6565 M,1320.15,,523.32,348.85,532.6232,rio de janeiro,RJ,-22.91537136850404,TBD,rio de janeiro,RJ,-22.972956517889177,-43.39706327699233,measure: 5.0
mc_ID_11865,"Single Male with five children, education: graduate degree working as professional",70K+,"Candy from Snacks department, Ordered Brand : Choice",26746.10 grams,25.1472,yes,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store', 'Florist']",Price Smashers,Deluxe,$9.5 M,3.23 M,,,373.1,248.79,499.2035,Sao PaulO,SP,-23.49997012461769,-46.42365639286743,sao paulo,Sp ,-23.54516769470249,-46.63224867958328,4.0
mc_ID_11866,"Married Female with three children, education: high school degree working as professional",70K+,"Dairy from Dairy department, Ordered Brand : Carlson",12.6608,9.7536,yes,"['Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",Roller Savings (High) , Gourmet,7.28 M,2.6936 M,1562.1,2207.28,385.45,256.97,637.6939,campinas,Sp,-22.91375738773156,-47.045573963500495,sao paulo,SP,val: -23.539824031911863,-46.434679443937874,5.0
mc_ID_11867,"Single  Male  with  three  children,  education:  high  school  degree  working  as  skilled  manual",30K+,"Fruit from Produce department, Ordered Brand : Tell Tale",20.0596,17.1524,no,"['Florist', 'Ready Food', 'Coffee Bar', 'Bar For Salad']",Super Duper Savers,Deluxe,5.22 M,1.8792 M,2055.29,3143.79,654.13,436.44,475.93, catanduva ,SP,-21.1419615015292,-48.97287469954993,porTo alEGre,RS,-30.01895817707312,-51.16296204564608,3.0
mc_ID_11868,"Married Female with two kids, education: bachelor'ss degree working as management",150K+,"Vegetables from Frozen Foods department, Ordered Brand : Golden",12.4718,data: 8.0965,yes,[],Save It (Sale),Supermarket,4.38 M,2.1462 M,1620.59,2194.32,341.05,227.33,353.7049,	sao goncalo,Rj,-22.82952666093368,-42.988551310768,campinas,SP_,-22.92991227115403,-47.07189552530681,5.0
mc_ID_11870,"Married Female with four children, education: high school degree working as professional",70K+,"Breakfast Foods from Frozen Foods department, Ordered Brand : Imagine",24.275,21.3678,yes,"['Ready Food', 'Bar For Salad', 'Florist', 'Video Store', 'Coffee Bar']",Shelf Clearing Days,Deluxe,€3.2M,1.7578 M,1871.16,2858.06,593.93,394.23,516.7763,manaus,AM,-3.073365534277796,-59.95421797807146,sao paulo,SP,-23.547285965837776,-46.56940937552652,5.0
mc_ID_11871,"Married Male with four children, education: partial college working as management",30K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",29.2172,26310.00 grams,yes,"['Ready Food', 'Coffee Bar', 'Bar For Salad', 'Video Store', 'Florist']",Shelf Emptiers,_Gourmet,12.68 M,4.9452 M,1424.85,2200.69,465.54,310.3,718.2882,lencois paulista,$P,-22.58508820351035,-48.8109752196649,brusque,5C,-27.14105704919435,-48.96146112936535,5.0
mc_ID_11872,"Married Female with two children, education: high school degree working as manual",30k,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",12.748,11.2944,no,[],Money Savers,5UPERMARKET,"4.52 ,000,000",1.356 M,,1887.7,227.8,151.9,277.2423,Salvador,BA,amount: -12.918456851184184,-38.35272390509517,sao  paulo,SP,-22.74098779744896,-47.60706025967849,5.0
mc_ID_11873,"Single Female with three children, education: high school degree working as manual",30K+,"Paper Products from Household department, Ordered Brand : Sunset",14.8266,11.9049,no,"['Coffee Bar', 'Florist', 'Video Store', 'Ready Food', 'Bar For Salad']",Price Winners,Deluxe,"3.18 ,000,000",1.272 M,1871.16,2860.32,595.93,397.57,436.9665,manaus,am,-3.0854050721622737,-59.94160454593455,santo andre,SP,val: -23.639620380229736,val: -46.50604149140166,5.0
mc_ID_11875,"Single Male with three children, education: bachelors degree working as professional",70k,"Kitchen Products from Household department, Ordered Brand : Red Wing",12.7771,-8.4018,no,"['Florist', 'Bar For Salad', 'Video Store', 'Coffee Bar', 'Ready Food']",Price Cutters,GOURMET,$5.26 M,2.3144 M,1424.85,2200.69,465.54,310.3,val: 675.716,piraCICAba,Sp,-22.693073720785986,-47.65447299085341,saopaulo,sp,-23.496403578683147,-46.44510648389983,5.0
mc_ID_11876,"Single Male with five children, education: partial high school working as manual",$10K+,"Vegetables from Produce department, Ordered Brand : Ebony",27182.20 grams,,no,"['Ready Food', 'Florist', 'Bar For Salad', 'Coffee Bar', 'Video Store']",One Day Sale,,3.46 M,1.1072 M,1424.85,,465.54,310.67,449.1524,mogi das cruzes,sp,-23.517127104923187,-46.19066721624193,sao paulo,SP,-23.56788988703906,-46.57394821510183,
mc_ID_11878,"MaRrIeD FeMaLe wItH FoUr cHiLdReN, eDuCaTiOn: HiGh sChOoL DeGrEe wOrKiNg aS MaNuAl, EdUcAtIoN: hIgH ScHoOl dEgReE WoRkInG As mAnUaL",30000,"Vegetables from Produce department, Ordered Brand : Hermanos",27.1822,,yes,[],Mystery Sale,,13.44 M,4.704 M,1623.73,2191.86,341.05,228.41,718.9681,PIrAcICaBa,SP,-22.693073720785986,-47.65447299085341,be7im,MG,-19.941877521944868,-44.11327370697121,4.0
mc_ID_11879,"Single Male with one child, education: graduate degree working as professional",90K+,"Fruit from Canned Products department, Ordered Brand : Applause",27.6183,24.7111,no,"['Coffee Bar', 'Florist', 'Video Store', 'Bar For Salad', 'Ready Food']",Sale Winners,Deluxe,$7.02 M,2.808 M,1871.5,2861.13,593.93,397.71,519.7574,santo andre,SP,-23.696333654452097,-46.5268662352127,cOntagEm,mg ,-19.88575709625392,-44.01809003760589,5.0
mc_ID_11880,Married Female with five children + education: partial high school working as manual,10K+,"Bread from Baked Goods department, Ordered Brand : Sphinx",-20.0596,17.1524,no,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",Promo Big,Daluxe,6.33 M,2.2155 M,,3149.52,654.13,437.66,267.3576,SAO PAULO,SP,-23.50210750375091,amount: -46.62196127699232,petropolis,rj,-22.549033360244323,-43.210094724044055,5.0
mc_ID_11881,"Single Male with five children, education: partial high school working as manual",30K+,"Bread from Baked Goods department, Ordered Brand : Modell",10.5822,6.2214,yes,"['Ready Food', 'Video Store', 'Florist', 'Bar For Salad', 'Coffee Bar']",Shelf Emptiers,Gourmet,"4.88 ,000,000",2.2936 M,1424.85,2200.69,465.54,310.52,564.2647,porto alegre,RS,-30.04404879488149,-51.19180931334757,sao paulo,_SP,-23.693985995008337,-46.70188324132953,data: 5.0
mc_ID_11882,"Single Female with No children, education: High School degree working as management",$90K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",17.2978,15.6988,yes,['Coffee Bar'],Weekend Discount,Supermarket,7.65 M,2.5245 M,1236.16,1970.94,440.92,293.95,698.728,rio de janeiro,RJ,-22.92505850706913,-43.230232813203365,Ber7Ioga,Sp,data: -23.82834010075353,-46.1430173832652,5.0/5.0
mc_ID_11883,"Single Male with one child, education: bachelors degree working as professional",50 Thousand,"Candy from Snacks department, Ordered Brand : Atomic",,22.5307,no,['Coffee Bar'],,Supermarket,4.32 M,1.6848 M,1236.07,1975.27,440.92,292.18,698.728,	cruz alta,R$,-28.62196387455739,-53.62389862391862,sao jose dos campos,SP,-23.221431461827063,-45.888163895493165,5.0
mc_ID_11884,"Married Male with five children, education: bachelors degree working as professional",Income: 110K+,"Vegetables from Produce department, Ordered Brand : Hermanos",27.1822,22.8214,yes,"['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",Full Free,Deluxe,6.72 M,2.352 M,2055.83,3145.51,654.13,436.09,measure: 570.3838,Novo Hamburgo,RS,-29.69097966967412,-51.116357834642415,arARAngUA,SC,-28.940918963179666,-49.49582082677826,val: 1.0
mc_ID_11886,"Single Female with three children, education: bachelors degree working as management",70000,"Vegetables from Produce department, Ordered Brand : High Top",15.5534,data: 11.1781,no,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist', 'Video Store']",Big Time Discounts,	Deluxe,4.56 M,1.4592 M,1734.5,nil,503.07,335.16,583.1973,aparecida de goiania,GO_,-16.764070999999944,-49.29423866599996,dracena,5p,-21.4988715,-51.53786099999999,3.0
mc_ID_11887,"Single Female with four children, education: bachelors degree working as management",30K+,"Canned Soup from Canned Foods department, Ordered Brand : Just Right",amount: nan,16.4256,yes,['Coffee Bar'],Budget Bargains,SUPERMARKET,1.83 M,0.8967 M,1236.07,1973.98,440.92,293.95,687.5358,sao paulo,SP,-23.554681721622696,amount: -46.393232741329534,sao paulo,SP,-23.58343069747245,-46.50203424424373,5.0
mc_ID_11890,"Married Male with three children, education: bachelors degree working as professional",1080+ monthly,"Vegetables from Canned Foods department, Ordered Brand : Just Right",12.5881,9.6664,yes,"['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",Budget Bargains,Deluxe,5.22 M,1.9314 M,2052.62,3146.28,654.13,437.89,715.1502,sao paulo,SP,-23.465889785734884,-46.64887806633388,sao paulo,sp,-23.57282057729816,-46.52329640383172,4.0
mc_ID_11891,"Married Male with four kidren, education: partial high school working as professional",130K+,"Candy from Snacks department, Ordered Brand : Musial",12.341,9.4193,yes,['Coffee Bar'],Fantastic Discounts,Data Missing,$1.66 M,0.581 M,1423.44,2083.5,400.93,265.98,700.8723,belem,PA,-1.4351686532623154,-48.46701297918873,"maringa
",PR,-23.41000679702781,-51.88262571961486,5.0
mc_ID_11893,"Single Female with two children, education: partial high school working as skilled manual, Single Female with two children",120+ monthly,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best",22.3853,20.7864,no,"['Florist', 'Ready Food', 'Video Store', 'Coffee Bar', 'Bar For Salad']",Money Savers,Deluxa,5.52 M,2.484 M,1526.45,2148.9,373.1,249.27,data: 560.656,rio de janeiro ,RJ,data: -22.91537136850404,-43.242996214902085,riberao preto,sp,-21.16850440882337,-47.79370519233655,4.0
mc_ID_11894,"Married Male with three children, education: partial college working as clerical",30K+,"Frozen Desserts from Frozen Foods department, Ordered Brand : Imagine",28.0543,25.0018,no,['Coffee Bar'],Best Savings,Supermarket,11.76 M,4.5864 M,1237.78,1970.94,440.92,,596.2723,rio de janeiro, rj,-22.92531913366395,-43.25369631041029,sao paulo,SP,-23.49517247515727,-46.50119464071786,4.0
